,user_id,business_id,stars
0,PfpRvMAESbC2bC8FUIMdNg,Kbbm6Vd5UdbP10dwjBghRw,5.0
1,oaaEXgQ3x51cXE3GTXrT1Q,2GmGT-7QjowR1ihup3FbVA,1.0439022572259244
2,yT_QCcnq-QGipWWuzIpvtw,pOEL97ld-FJMKO8Ki8JmYg,3.3149307393249923
3,fRVNHAl2RjosC67Y67G3cA,UkWme3kwg6L9rd4tCNB15w,2.9028971818233953
4,48vRThjhuhiSQINQ2KV8Sw,LNGBEEelQx4zbfWnlc66cw,3.864418455484579
5,q5FQmuXxzPEsvEtA_Mvd1w,fSBhe0A6Dfa8JCYccfpMog,3.849418827158886
6,W0VE9M7Dikrpol8j1_QqyQ,3oTVApC-eUzpGjrOVxIr5g,3.6511431884351997
7,avmRUkWovTsaDqKiNKdivQ,wUKzaS1MHg94RGM6z8u9mw,2.7840953999062243
8,NjLRgbRZiwEIMpAgXypJtw,cTZmf7B-4yciMc1WKiCVOA,3.909495092445964
9,76vIFZcC7owykCBjMfGVXg,KkmPDIWzvwbBpyqOHT6pcQ,3.2748669230882186
10,ERcsc0YO5CCUbkC8EV2INg,hDyc9DdjGldhxis5E1rd3w,3.20206744197451
11,FOoN3DJzDUnl4EAQaTJIGg,dEAk-gE-5Q95a7p91gNn8A,4.329948531161796
12,_VMGbmIeK71rQGwOBWt_Kg,beuVp5CZxCdNvQIIPBS2rw,4.703098585200517
13,veeaBpjDwo-xfHSz3z3PWg,Q0EZmATxDphzRMszNV2LVg,1.6968682528276757
14,1i3WvtGsIW8FGOFLvHHFMw,xjjxHavx4RIiW6zS6rasGA,1.0866382248447501
15,WXDj6mmyrJi5q5nHKJ6H7w,2LNnIARy-lGmrlEMZSxZ1w,2.7322319316469303
16,UrQw8IyTOAAlokN-SMK3_Q,LVLctMJ018ShlsFkIuYGTg,1.8667343616453824
17,ciXjBfJrAEteIKpzZg4I9g,WCqcYtJ4rUxA4bIzjOfzqg,2.544916166354543
18,Znid_azpcHmdRMHGicmkWA,XwmJBX-BMUq47zYaUeYjug,0.793825443708955
19,4V6vZgVCfEfYwXFK3tnTQQ,RrCgc8eAKbHu-2IpQXg6Rw,4.846785207637625
20,6GT6kAIyCT9MA7y1ZN_PUw,8-_jXGGDFPFAPB4r1x-81w,3.499695699582746
21,pWEzY3YY0zEAJLlGSSucrQ,VfFHPsPtTW4Mgx0eHDyJiQ,1.0288220900431742
22,nXMMoDzXRByQiWH9cf-FAQ,URFhSrJPk7JM2pUtsuWsAg,4.573127736209613
23,LDu8Kn3k1CZHY5sEq3bLPQ,-LzUYsR54hd8cCiYXTquRA,2.5403433809410374
24,niKu4se6xtf-ctlm0udr1w,mnwRtuVQEsIUomBchu0gwg,2.125851507568366
25,1sGYXSkJHPhJ6wQtc-RbZw,dg5cg298SXZVMo4ZEwSUtg,2.5701739230450347
26,22dqLO1If5t3j06a2gd7lA,9a3DrZvpYxVs3k_qwlCNSw,5.0
27,owlUazXSDLaxlOV7z8181g,kbaXNZLUyVuWbeQxH-NNKw,2.970132046657404
28,TprC8sujz8MkwuomrqUSiw,P7pxQFqr7yBKMMI2J51udw,3.788758948952241
29,ACMYTmlycF2-HgSZ8lyC0A,S599hCA4kJJO3_b6SRFKoA,3.6497707863907074
30,bhJ6ivAuSpgXP4JiKWjSZQ,W2CzAePJakvARgoQuohbOA,3.9860476420181885
31,TdYKJgSgY2GF_YJnwsi5yQ,So132GP_uy3XbGs0KNyzyw,3.079294287969003
32,y3FcL4bLy0eLlkb0SDPnBQ,UYh1N1xQhOh-a7nX92xPzQ,4.053413810685441
33,TUOj8sUc4eyEe35ZUZN4ZQ,w12x7UBSSRsdbp3ZqguG3Q,0.40240529730482666
34,3nDUQBjKyVor5wV0reJChg,gJd1jOcl5FdqY020Q19n6Q,5.0
35,5Wg5OanfZ4-2dCxEo-qjsw,UYh1N1xQhOh-a7nX92xPzQ,3.2225158330584436
36,-C-l8EHSLXtZZVfUAUhsPA,p8HvhJZ-_EHhmUVmZN15gg,2.0960968953252457
37,v3YOx9T4jRSw8XP9Rd9H4g,qqs7LP4TXAoOrSlaKRfz3A,5.0
38,6jz_Yr6_AP2WWLbj9gGDpA,Jsfag1tWh3I408hDTcA7EQ,3.2488842966300706
39,PFENoZUD77aioJGrnllIKA,XXW_OFaYQkkGOGniujZFHg,3.362052350515281
40,v6SrDjzqb3oS6CbHB0xjPw,2skQeu3C36VCiB653MIfrw,2.342537517214659
41,cMEtAiW60I5wE_vLfTxoJQ,SkO0Kd4_bO4VWTzCa_k8_g,2.5140533243494416
42,9PODl32fViCXhN4NxBdGPQ,hIUKufhwR6Ifn7bi0-phLA,4.483467923894455
43,iAevEfcmtCr2cpd6IRqnTA,5LNZ67Yw9RD6nf4_UhXOjw,2.54332545122266
44,kmE8w5Y785eZmodsx0V6Ag,JmI9nslLD7KZqRr__Bg6NQ,3.7787930789581528
45,V6Cjj3SVmMqCrr6uJqvlPw,n7V4cD-KqqE3OXk0irJTyA,1.5502672321340778
46,loG8W6cOsNFollQeGYO-Ew,TtbCOwOpNNzE7fW5CFwyng,3.5036625955223917
47,ELcQDlf69kb-ihJfxZyL0A,_n3w5BK4-k7iXCWifCjUZg,2.4724817344276344
48,m1X96vPIYRja96l0O0G-3Q,uKKNw68mZZaa1jcyszEbyA,4.750475465827859
49,SCo1UBoeN3bhRMkSYuiX1A,xR1gLCH5resvtq1eV1nebg,3.603368117656175
50,9pNcdrQLWWrX0vEGGJlEbg,vUnmi0uI8p35RxYAEH4Nlw,3.035942325440294
51,5RhE6tDc2xH6ySYGiSjiGQ,QCCVxVRt1amqv0AaEWSKkg,3.019958978438139
52,B1829_hxXSEpDPEDJtYeIw,C6C_dc78Zhzei9wrZs-tdQ,4.090115033731546
53,CUMaqXDakJeMTkUjpI8FxA,KQfNXddjM-sinrmWrFiSyQ,1.956661584186782
54,BQkC6RneYfvfG6wRe0hsvQ,LNGBEEelQx4zbfWnlc66cw,3.7619162519696117
55,UvY0E6Wuhv_0Bita52RPOw,XE6kf2bviFBdGmVI_SJpmA,1.6981180627087549
56,0nOIH8qIMnmZdLCTemnRsw,A-uZAD4zP3rRxb44WUGV5w,3.1387446080643397
57,d_TBs6J3twMy9GChqUEXkg,poYsvuOmVDqF4dTnjJ780A,2.5039057342663655
58,7L8utEpYiVj3pNNjZkQaLQ,Gt4z3AylNTsEPDkzkaC7HA,0.0
59,82kxXl_1K8M3cU66dhB8lw,GMrwDXRlAZU2zj5nH6l4vQ,4.087983523204204
60,yEmeRQb4WH6NN0IAaTX_lw,lOQPeguczAueJnLmDUTfGg,5.0
61,2EuPAGalYnP7eSxPgFCNDg,E_7RIDFNQfxREnI_E5h0uA,4.512800676666345
62,wXZS42D0L8hoCiSh2Krc_A,iqntlaqSCB4hkzTzlPlEmQ,3.1916503466303485
63,82GOQIPlSzLvRphl9MzRhw,JPWg9acsCv_om9UFYGMJbA,3.8398741574949296
64,klN7Yw_aVUBscqhlkpKkRA,qVO3l9Q0-KVQE7W9JL9ePw,5.0
