,user_id,business_id,stars
0,PfpRvMAESbC2bC8FUIMdNg,Kbbm6Vd5UdbP10dwjBghRw,2.9246670724349513
1,oaaEXgQ3x51cXE3GTXrT1Q,2GmGT-7QjowR1ihup3FbVA,2.242043902707141
2,yT_QCcnq-QGipWWuzIpvtw,pOEL97ld-FJMKO8Ki8JmYg,2.7602131353444426
3,fRVNHAl2RjosC67Y67G3cA,UkWme3kwg6L9rd4tCNB15w,2.3804433132321243
4,48vRThjhuhiSQINQ2KV8Sw,LNGBEEelQx4zbfWnlc66cw,2.762816755537044
5,q5FQmuXxzPEsvEtA_Mvd1w,fSBhe0A6Dfa8JCYccfpMog,1.8555479353537525
6,W0VE9M7Dikrpol8j1_QqyQ,3oTVApC-eUzpGjrOVxIr5g,2.402544375401576
7,avmRUkWovTsaDqKiNKdivQ,wUKzaS1MHg94RGM6z8u9mw,2.7690490742502636
8,NjLRgbRZiwEIMpAgXypJtw,cTZmf7B-4yciMc1WKiCVOA,2.1325948419181193
9,76vIFZcC7owykCBjMfGVXg,KkmPDIWzvwbBpyqOHT6pcQ,2.861507769414282
10,ERcsc0YO5CCUbkC8EV2INg,hDyc9DdjGldhxis5E1rd3w,2.273599363853054
11,FOoN3DJzDUnl4EAQaTJIGg,dEAk-gE-5Q95a7p91gNn8A,2.626113496288853
12,_VMGbmIeK71rQGwOBWt_Kg,beuVp5CZxCdNvQIIPBS2rw,2.4361788563234827
13,veeaBpjDwo-xfHSz3z3PWg,Q0EZmATxDphzRMszNV2LVg,3.038178112561241
14,1i3WvtGsIW8FGOFLvHHFMw,xjjxHavx4RIiW6zS6rasGA,1.7524723144323662
15,WXDj6mmyrJi5q5nHKJ6H7w,2LNnIARy-lGmrlEMZSxZ1w,2.949631737911519
16,UrQw8IyTOAAlokN-SMK3_Q,LVLctMJ018ShlsFkIuYGTg,2.6744760964573655
17,ciXjBfJrAEteIKpzZg4I9g,WCqcYtJ4rUxA4bIzjOfzqg,2.7042738363932948
18,Znid_azpcHmdRMHGicmkWA,XwmJBX-BMUq47zYaUeYjug,2.989911052188163
19,4V6vZgVCfEfYwXFK3tnTQQ,RrCgc8eAKbHu-2IpQXg6Rw,2.958484594272234
20,6GT6kAIyCT9MA7y1ZN_PUw,8-_jXGGDFPFAPB4r1x-81w,2.1941427218020615
21,pWEzY3YY0zEAJLlGSSucrQ,VfFHPsPtTW4Mgx0eHDyJiQ,2.379356461219352
22,nXMMoDzXRByQiWH9cf-FAQ,URFhSrJPk7JM2pUtsuWsAg,2.8927861564125594
23,LDu8Kn3k1CZHY5sEq3bLPQ,-LzUYsR54hd8cCiYXTquRA,2.2828375372232053
24,niKu4se6xtf-ctlm0udr1w,mnwRtuVQEsIUomBchu0gwg,2.665570783130631
25,1sGYXSkJHPhJ6wQtc-RbZw,dg5cg298SXZVMo4ZEwSUtg,2.703422787271271
26,22dqLO1If5t3j06a2gd7lA,9a3DrZvpYxVs3k_qwlCNSw,2.5223917399684033
27,owlUazXSDLaxlOV7z8181g,kbaXNZLUyVuWbeQxH-NNKw,2.466258291448235
28,TprC8sujz8MkwuomrqUSiw,P7pxQFqr7yBKMMI2J51udw,2.0130438933127284
29,ACMYTmlycF2-HgSZ8lyC0A,S599hCA4kJJO3_b6SRFKoA,2.7833397962121635
30,bhJ6ivAuSpgXP4JiKWjSZQ,W2CzAePJakvARgoQuohbOA,2.5363211059275064
31,TdYKJgSgY2GF_YJnwsi5yQ,So132GP_uy3XbGs0KNyzyw,2.2091555322161467
32,y3FcL4bLy0eLlkb0SDPnBQ,UYh1N1xQhOh-a7nX92xPzQ,3.107402281530613
33,TUOj8sUc4eyEe35ZUZN4ZQ,w12x7UBSSRsdbp3ZqguG3Q,2.640242903314975
34,3nDUQBjKyVor5wV0reJChg,gJd1jOcl5FdqY020Q19n6Q,3.1876461551331317
35,5Wg5OanfZ4-2dCxEo-qjsw,UYh1N1xQhOh-a7nX92xPzQ,3.0159657852532544
36,-C-l8EHSLXtZZVfUAUhsPA,p8HvhJZ-_EHhmUVmZN15gg,2.333165304482598
37,v3YOx9T4jRSw8XP9Rd9H4g,qqs7LP4TXAoOrSlaKRfz3A,2.3225335220212986
38,6jz_Yr6_AP2WWLbj9gGDpA,Jsfag1tWh3I408hDTcA7EQ,2.0412399267350416
39,PFENoZUD77aioJGrnllIKA,XXW_OFaYQkkGOGniujZFHg,2.135385848089924
40,v6SrDjzqb3oS6CbHB0xjPw,2skQeu3C36VCiB653MIfrw,2.574453423084939
41,cMEtAiW60I5wE_vLfTxoJQ,SkO0Kd4_bO4VWTzCa_k8_g,3.0286216324836692
42,9PODl32fViCXhN4NxBdGPQ,hIUKufhwR6Ifn7bi0-phLA,2.2476790640139575
43,iAevEfcmtCr2cpd6IRqnTA,5LNZ67Yw9RD6nf4_UhXOjw,3.0574292881909555
44,kmE8w5Y785eZmodsx0V6Ag,JmI9nslLD7KZqRr__Bg6NQ,2.6064685495280044
45,V6Cjj3SVmMqCrr6uJqvlPw,n7V4cD-KqqE3OXk0irJTyA,2.8650761654941572
46,loG8W6cOsNFollQeGYO-Ew,TtbCOwOpNNzE7fW5CFwyng,2.208407200306355
47,ELcQDlf69kb-ihJfxZyL0A,_n3w5BK4-k7iXCWifCjUZg,2.434955839576152
48,m1X96vPIYRja96l0O0G-3Q,uKKNw68mZZaa1jcyszEbyA,2.215592977716988
49,SCo1UBoeN3bhRMkSYuiX1A,xR1gLCH5resvtq1eV1nebg,2.824704959196224
50,9pNcdrQLWWrX0vEGGJlEbg,vUnmi0uI8p35RxYAEH4Nlw,2.3803332862785336
51,5RhE6tDc2xH6ySYGiSjiGQ,QCCVxVRt1amqv0AaEWSKkg,2.6931138362727967
52,B1829_hxXSEpDPEDJtYeIw,C6C_dc78Zhzei9wrZs-tdQ,2.6300797923845463
53,CUMaqXDakJeMTkUjpI8FxA,KQfNXddjM-sinrmWrFiSyQ,1.939955246550956
54,BQkC6RneYfvfG6wRe0hsvQ,LNGBEEelQx4zbfWnlc66cw,2.8253344254881396
55,UvY0E6Wuhv_0Bita52RPOw,XE6kf2bviFBdGmVI_SJpmA,3.274852696512691
56,0nOIH8qIMnmZdLCTemnRsw,A-uZAD4zP3rRxb44WUGV5w,2.404965326433675
57,d_TBs6J3twMy9GChqUEXkg,poYsvuOmVDqF4dTnjJ780A,3.033551425671699
58,7L8utEpYiVj3pNNjZkQaLQ,Gt4z3AylNTsEPDkzkaC7HA,2.3330073627521446
59,82kxXl_1K8M3cU66dhB8lw,GMrwDXRlAZU2zj5nH6l4vQ,2.72382313167488
60,yEmeRQb4WH6NN0IAaTX_lw,lOQPeguczAueJnLmDUTfGg,2.6337972550498527
61,2EuPAGalYnP7eSxPgFCNDg,E_7RIDFNQfxREnI_E5h0uA,2.749112412521201
62,wXZS42D0L8hoCiSh2Krc_A,iqntlaqSCB4hkzTzlPlEmQ,1.9488664661890478
63,82GOQIPlSzLvRphl9MzRhw,JPWg9acsCv_om9UFYGMJbA,2.915386400378266
64,klN7Yw_aVUBscqhlkpKkRA,qVO3l9Q0-KVQE7W9JL9ePw,2.8240394932878794
65,Ksp1e9Dw0Jcog_ZBD3-45g,sKA6EOpxvBtCg7Ipuhl1RQ,2.339670020359839
66,C2C0GPKvzWWnP57Os9eQ0w,7wHLFohwCw8l6WS-feLjeg,2.7229863011091524
67,3uPAF2-YwiTUN5NvVH6pIQ,VrIskBdLuRxS0HsSimJOhA,2.6845031614254484
68,L8P5OWO1Jh4B2HLa1Fnbng,DZwR0EIPKlmC3mMLhTkqcQ,2.214154127308419
69,f1-ADSATZKZRdKznOcIpOQ,RADloW1UROUn4FJFU4JJNg,2.40072630227105
70,LBnjYRrpTKgtGkW0ea7Ecg,Cly7wJhbXIDID_quND01_w,2.370471092718862
71,qewG3X2O4X6JKskxyyqFwQ,_nL5u09k7J7XAww1_UJ-tw,2.7187489937867166
72,whINg-cC-FiAv_ATDGMDTg,t-o_Sraneime4DDhWrQRBA,2.173404006131492
73,co64BGDz5U4i-VOwhJgn5Q,o7AiTlyWUrBSzdz6oMHj5w,3.2056735512507233
74,x-8ZMKKNycT3782Kqf9loA,eaNenRk_liZBERFFLCXqqQ,2.744048100609135
